question_text,target
Why don't Christians strip the Bible down meaning to meaning instead of accepting words blindly?,1
Why do members of the Mormon hit squads on social media etc. consider their church to be a unique organization which can't/shouldn't be criticized?,1
"In Bangladesh Muslims burned Hindu village because of a FB post. Why are many Muslims so sensitive to criticism, even when it is just saying what is in Islamic texts?",1
"Why does the US have no friends? I feel like Americans on Quora are arguing, condemning, and offending every other country in the world. Why can't the US have good relationships with other countries like the China, Russia to stop the freedom to lie?",1
If Iranians dont like Arabs why are they so desperate to control Iraq and Syria?,1
What if all Russian vanished?,1
Why are Americans so careless about their clothing?,1
"Why are Mediterranean people (Italians, Portuguese, Spaniards, Greeks, etc) considered white?",1
"Why is the average Chinese ""smarter"" than the average American?",1
Why did Democrat Politicians love Donald Trump when he gave them money?,1
"Do you think that atheism goes against the sound mind? What if God is not a matter of religion but of philosophy? What if God is the being, ""that, which is there"", as God's name denotes? How could anyone not acknowledge the being?",1
"With Sonia Sotomayor on the Court, do Democrats realize that this is not a game and being Hispanic is not a qualification?",1
Do srilankan native Tamils consider Srilankan Indian Tamils inferior to them?,1
Will Justin Trudeau man up and step down for the greater good of Canada?,1
Do the 4 billion unemployed people globally deserve healthcare and a basic income?,1
Was Narendra Modi ever declared the best PM by UNESCO?,1
"As a woman how do you deal with constant male attention, does it make you wish you were uglier?",1
"Do Africans deal with crab mentality in their culture, do they try to pull down other Africans getting ahead?",1
How can a woman muster courage to shoot a porn everyday in her life to have sex and rubbing her body with different partners with sweat and bacteria?,1
"Why did Europe get rid of Jews after WW2, transferring their own headache to Arabs?",1
Does Donald Trump have boner spurs?,1
Why is Indonesia composed by mostly a Japanese population? Do they have some cultural/philosophical background for high fertility rate (ex: banyak anak banyak rezeki)?,1
Can I marry with mother sister daughter?,1
Why has President Putin not been given a Nobel Peace prize yet for stabilizing Russia and Syria while Obama was given one while the US was bombing 7 countries simultaneously?,1
Why is it said to respect women? Isn't respect something to be earned? Why should an undeserving random woman needs to be respected?,1
Did black slaves fight in the Second World War?,1
"Why do all my alt-right male friends have amazing girlfriends, while I, a feminist, have never kissed a girl?",1
"If Hillary Clinton would not only stoop to starting the birther issue (and then blaming it on the GOP), but also invent the Trump dossier, is she any better than Democrats claim Trump is?",1
Will Quora shut up and leave me be?,1
Is Pima County government really as corrupt as its supervisor Ally Miller makes it out to be?,1
"Why do US journalists and news media still refer to the Duchess of Cambridge by her maiden name? Did they not get a wedding notice, or are they just intent on perpetuating the idea that all of us Americans are ignorant about international events?",1
Why is Neville Longbottom such a wimp? Had he been castrated?,1
What is Hypercet Cholesterol Formula?,1
"Why has China been a backward, tribe & lying society for over thousands of years in the world?",1
Shouldn't Russia just nuke the nonsense UK ?,1
"Why does Quora give leftists a ""hecklers veto"" by claiming every question inconvenient to Democrats ""may need further information""?",1
How can I find a genuine slave?,1
Is drinking milk really good for our health or its just a false propaganda by vegetarians?,1
"Why do secular people, as a whole, act with more love than Christians do?",1
Why do they always look gay? I mean they always kiss sometimes.,1
"Why do Americans continue to allow the government to do what it wants with their money? Why does the government ignore the real issues when it's the people who pay their salaries, wars and everything else?",1
Did Stormy Daniels comment on Trump's mini genitals?,1
What are the abuses of the Americans to the Filipinos?,1
"Do some football fans on Quora ever thought they are being low and unhelpful when they post ""no shit Sherlock"" answers with a random photo to football questions for upvotes?",1
"Why do we place emphasis on women's roles in society, yet men are left behind like garbage. Why all the hate on us?",1
Why are Democrats opposed to missile strikes against Syria when we need this to be done?,1
What does Croatians listen Serbian turbofolk music although most of them doesn't like Serbs?,1
Do Sri Lankans envy Indians?,1
Why man don't use his brain much?,1
Why do Muslims seem to get everything while Christians get put down?,1
Should Trump supporters be ashamed after all of the unfortunate events involving him since election day?,1
"Why do medical professionals act like they should be respected, when medical mistakes are the 3rd leading cause of death in the US, and all they do is torture and kill people, and take their money?",1
"When are liberals going to get it, that Blacks that we in the USA call blacks, are 100% entirely from Sub Saharan Africa, because that is the scientific term, and that there is no other color or anthropology but Black from there without a disorder?",1
"Do South Koreans regard Chinese Indonesians as ""inferior/below them"" compared to other South Koreans today?",1
Does Muslims of The subcontinent feel ashamed of the fact that they have Hindu ancestory and they all were Hindus some 1000 year ago?,1
Is India a superpower in rape?,1
Do Pakistanis know which country is the father of terrorism?,1
Do girls like soft or hard penises more?,1
"Why are the number of mass shootings so low in the US compared to Norway, France and some other European countries?",1
"Are American parents assholes for their expectations for their kids to leave their homes at a certain time? Other cultures love their families, and don't kick out young or old (grandparents).",1
Are Bengalees more arrogrant compate to the other Indians?,1
"Why Indian men always make promises which they can't keep? That is really different from my Chinese friends, who seldom break their promises.",1
"I , 20 yr old recently got physically very close to my mom accidentally one night. Since then I am obsessed. Should I proceed or not?",1
Why is Xi Jinping Winnie The Pooh?,1
Why are girls not equally punished with boys whereas they are considered equal to boys? Why are feminists not sensitive on this issue?,1
When will Canadians finally be bestowed their natural right of free speech?,1
When will France stop colonizing other countries?,1
Why are the people in Sakleshpur more kind-hearted towards Mangalore than the other Malenadu places in Karnataka?,1
Why can't Asian women understand their privilege in the West?,1
Do women have an urge to take advantage of weak men when they present themselves?,1
Are Philippines ladies gold digger?,1
"Why the Indian society blames the victim first, that is girls in any crime?",1
Why does feminists have small breast?,1
Did President Obama just set up illegal aliens for arrest when he started collecting names for DACA?,1
"I had a dream about 3 gay Nazi's pounding butt while calling each other the N-word, what does this mean?",1
Why do a lot of British people blame Israeli people for all the world's problems?,1
Can animals consent to sex with humans?,1
Do you feel the left protesters deserved to be murdered for provoking the right winged protesters?,1
"What do gay people have to gain by ""coming out""?",1
"Since when Christians, started thinking Jesus was a WHITE person?",1
Why did the Mormon leader Jeffrey Holland lie on television about Mitt Romney executing the signs of the penalty in the Mormon temple?,1
"Fuck you guys I am tired with your messages. Don't ever mail me.. Fuck you all, fuck Quora Digest?",1
Why Indians health condition is so poor?,1
Why is transgender identity continuing to be accepted and promoted for children and teens after it has been qualified as child abuse by the American College of Pediatricians?,1
When will Obama and George Soros prosecuted for inciting violent riots?,1
Why do white people act unempatheic towards nonwhite people's struggles?,1
Can a 17-year-old high school student be more mature than Donald Trump?,1
"Why are ""open carry"" laws functionally for white people only?",1
Can west Bengal become a separate country which may be named Indian Islamic State?,1
"I'm black, so you have to date me, or you're a racist. Will you date me?",1
What would be the impact on violence if every adult American had to own at least 10 guns?,1
What kind of hobbies do stupid or average people have?,1
What is the best way to harass someone anonymously so that their life is just complicated and frustrating (not physically harmful)?,1
Why are Italians so rude?,1
Are French women really beautiful?,1
Lol no disrespect but I think you are ducking smart?,1
Why are Indians so homophobic?,1
When and why did toxic femininity set in in the West and why is it not a problem anywhere else in the world?,1
What did that Swedish author mean by writing in that book Australian Aboriginals are animalistic cunning?,1
What would have happened if Palestine took control of the whole of Israel and the Zionist dream of creating a Jewish state called 'Israel' failed?,1
Why isn't anybody paying attention and getting mad about Fukushima still dumping radiation into our ocean and killing it?,1
Is Quora funded by the US government? Why do they ban people criticizing the US government policies?,1
Why do most of Chinese disregard criticism as western propaganda? Doesn't it prove that they can't bear criticism?,1
"I hate trump, are you on the trump train?",1
Why do gender ideology supporters hate science so much?,1
How can we encourage Jews to mix out and marry non-Jews?,1
"If Americans were given the option to carry a non lethal yet just as effective defence mechanism as a gun, which do you think they'd prefer? I'd say they would prefer the lethal weapon over non lethal, why is this?",1
Do ancient Indians have submarines?,1
Why dont India kill seperatist leaders of Kashmir?,1
Do Vulcan males ritually go through a castration ceremony upon reaching adulthood?,1
"If someone was dumb enough to insert a note that says ""this is a stickup, give me all your money"" into an ATM, what would happen?",1
Why do Jain monks roam naked infront of women and children?,1
Is Hindu religion violent?,1
Why are scientists in the United States not taking research seriously to try and find out if there is an afterlife?,1
How can I learn to become less sensitive?,0
What flavor goes great with popcorn?,0
What is the best reply when girlfriend ask which type of relation want with her?,0
"Who would win in a fight between 1,000,000 flat earthers and 1,000 Princess Lunas?",0
Who is the most beautiful Albanian woman?,0
Where can I get CAT classroom materials in Delhi?,0
It's snowing again in the UK - there is 5cm of snow on the ground - and the trains are all cancelled again- why? What do countries that see more snow do to make trains run in bad weather?,0
Are English women allowed to marry Welsh men?,0
How can I become very skinny? I was fat around 55 then I reduced my weight to 43 but within 1 month again I gained weight to 47 . I have been trying so had to lose weight. Almost every night I skip my supper is there anything to become very skinny?,0
What has Kalam tried to do through out his life?,0
Is it hygienic to just use health faucet in the bathroom and no toliet paper?,0
Is it worth to take 14 lakh rs loan for B grade MBA college where payback is 20 l after 3 yrs?,0
How do I get rid of writers who just want to be popular in my feed?,0
What makes person not to feel sex?,0
What was Vickie Winans's inspiration to start singing?,0
How do our memories and experiences shape who are are?,0
How would you describe the feeling of being on a space walk?,0
Why don't more people try to steal cars from dealerships?,0
What differentiates a fling from a short relationship?,0
Why does Evelyn give free concerts in the prison?,0
How do I use internet on LG TV model number LG42LS4610. (verified internet access but couldnt find any browser to browse)?,0
What is the most believable conspiracy theory?,0
What did Mao mean when he compared Chinese people to blank sheets of paper?,0
What is an translational flight for an aircraft?,0
"What are some undergraduate courses related to classical Carnatic music? I am looking for allied courses that would give enough time for music, rather than specialise in music.",0
How does the BBC compare with other news sources in terms of reliability?,0
Do Kota tutors teach in HindI?,0
"I just got introduced to a term called ""Stock split"". Can anyone explain exactly how a stock split is beneficial to the company or the investor?",0
How can I cash a money order made out to a person?,0
What are the different uses of baking soda and peroxide?,0
How does presence of phytoplankton affects fisheries in that area?,0
Why isn't there a keynes.org or a friedman.org?,0
How will you dissolve inert metals like Au and Pt?,0
"If your ex wants to come back in your life, will you accept her?",0
What does everyone think about the recent study on male and female intelligence?,0
What are some things that machines cannot learn by feeding them data?,0
How can you find someone you have lost touch with?,0
Which IELTS is required for interior designer?,0
Does the top of NYC towers charge higher rent?,0
What is the general binomial expansion?,0
From the prespective of a software engineer. What are the benefits of learning Machine Learning or Data Science? Does it worth it?,0
What does it mean when something is getting more political?,0
What does it mean to be in love at first sight?,0
Has your opinion of Elon Musk changed in the last year?,0
How do Indonesian actors audition for movies like Marlina the Murderer in Four Acts?,0
How do I set effective career goals in college?,0
How can I use my talents to start my own business?,0
Do you like the purring sound of a cat? Why or why not?,0
Does Maltese have a large number of Romance loanwords just as in English?,0
Does your pet have an Instagram page?,0
What is the best way to clear the 40lakhs debt?,0
"Which substances exist in solid, liquid and gaseous states?",0
What did Jesus teach about money and do Christians in general follow those teachings?,0
What are the products of Lithium Carbide and Chlorine?,0
Are there any second-hand furniture shops in London that deliver?,0
I am overwhelmingly depressed. I can't get out of bed. What should I do?,0
How strong is a connection between a UAV and a ground control station?,0
How has the printing press benefited society?,0
Is Gaziantep unsafe to visit?,0
What should I do to keep me alive?,0
Have you ever had accupuncture for a medical problem and discovered that it aided with a psychological issue as well?,0
Can I reach 5'11'' or taller?,0
What does it mean when your mind races with weird imaginations/thoughts during sleep and in the wee hours of waking up?,0
Which app can be used to call and text anonymously for free?,0
How do military planners ensure that airstrikes on chemical weapons plants do not wind up spreading the chemicals through smoke and dust?,0
Is there anything in the world that shouldn't be joked about or can anything be funny?,0
How much would a person with two similar doctorates be paid?,0
What skills are easily picked up by children and essentially impossible for adults?,0
Is the quality of primary school education in the United States deteriorating over time?,0
"A computer system is quoted to have a memory capacity of 50kb, how many characters can the memory accomodate?",0
"What was everyone else doing while Harry, Hermione and Ron were searching for the Horcruxes?",0
I'm obese and I want to be fit before getting a college. I can get a college but I want to be fit first. Should I drop a year?,0
How do I fast forward a DVD without using a remote?,0
What has been your experience as a tourist in Kashmir?,0
What is the scope of MBA HR in Kuala Lumpur?,0
Is there a way to set up a network of tablets or smartphones as nodes in a larger system? Does software exist to provide the framework on an average mobile device like a Samsung tablet or smartphone with root access?,0
What is an Android emulator for PC that is safe and actually works?,0
What is a proof for first organelle?,0
How can I legitimately make $825 a month?,0
Why do people hate negative people with mental illnesses?,0
What is the efficiency effect of the desuperheated user at thermal power plant. (especially at full load)?,0
"How do I opt out of appearing in the ""add"" and ""invite"" option of peoples contacts?",0
"What was the outcome of the Freeman v. Pitts, 498 U.S. 1081 (1992) case?",0
What are the best ways to clean a used couch?,0
What's the general look of people in Italy?,0
How do people come out of addiction?,0
What is the diet of a lynx made of?,0
How do I choose a best friend in guys?,0
How do you organize a group of children that is misbehaving?,0
Will he ask for my name? I met him and never told him my name. We've been talking and he's my crush.,0
How do you keep your toilet seat one without the sling?,0
"How is the writing style and structure in the novel ""Code Orange"" by Caroline B. Cooney depicted?",0
What is the future of open source database administration?,0
Why is Grindr not loading for me?,0
"How is it going to be working in Oracle RGBU (Development/QA/automation), Bangalore?",0
What are the most lucrative business ideas of 2018?,0
"Who would win in a battle between 75,000 modern Russian soldiers and 100,000 WW2 era US soldiers?",0
Do hedge funds such as Pershing Square Capital do quant investing?,0
Are we really honest or not given a chance to be dishonest?,0
How bad is a score of 79 in Scrabble?,0
How can I encourage my students to write essays?,0
What causes some people to become allergic to tonic water?,0
What is 10MWe scale?,0
How did Vietnam struggle for change?,0
"What does ""not run apace"" mean?",0
How hard is getting a children book published?,0
When will the Atheists be the majority of population?,0
How authentic and trustworthy is IQ binary option or expert option?,0
I want to do a guided group tour of various countries in Europe and Asia but have no one to go with. What are some good companies that I should look into?,0
What is the best way to prepare dandelion root tea?,0
Which two surfaces have the highest coefficient of kinetic friction?,0
What happens when someone becomes a Bollywood actor?,0
Why we Indians are so much emotional than people of other countries?,0
Where can I play casual football in Delhi since I am a 25yrs old doctor?,0
What are some nicknames for product managers?,0
What is the difference between viscosity and drag?,0
How often should we talk to someone to get to know them better without making it seem desperate?,0
How does math work in games?,0
Which is the best book on art appreciation?,0
"In season one of Taxi, is John's apartment the same set that was later used as the girls' apartment in Friends?",0
Who is the girl dancing in the video Ek Tera Pyar by Bohemia?,0
How do you reduce the calorie levels of peanut M&M's?,0
Can the digits of pi be engineered into a pseudo random number generator?,0
What career advise would you give to a new graduate engineer who wants to build a career in distributed systems?,0
Is m365 norco a percocets or lowercets?,0
What would be the worst ways to pass away?,0
How do you just waste your time?,0
"What did Jesus mean in the first beatitude ""Blessed are the poor in spirit for theirs is the kingdom of heaven""?",0
What are some research topics on derivatives?,0
How do you edit what topics that you see on here?,0
"Have you taken arts in class 11, if yes which books do you read in your intermediate?",0
"What online, English speaking media sources do you use to obtain fair and balanced global news?",0
How come much closer are scientists getting to reversing slowing and stopping the aging process?,0
What is the best and fastest way to learn questions and answers?,0
How is acne developed?,0
Why do people pick on kids that are just being themsleves?,0
What metal present in carboxypeptidase? What is it's function? What will you get if the metal is removed and will it show enzyme activity as earlier?,0
Is it good to have ketu in 6th house? For female?,0
What cities are in Singapore?,0
Which company secure exchange of physical assets?,0
What are some lesser known facts about the Ordovician period?,0
What is the amount of fellowship in JRF NET per month?,0
Other than cancer of the lung what other illnesses can cause spots on the lungs?,0
What is the trap of the beautiful woman?,0
What are the key things to try out when testing and comparing digital delay pedals for 6 string electric guitar?,0
Why do humans get into a relationship?,0
Which is the biggest politalparty in India?,0
How do TV shows use police cars without being classed as impersonating police in the U.K?,0
How do I compare two complete networks with the same nodes but different edge values?,0
Is there any scope in sports management in India?,0
What are my chances of converting of IIFT and FMS with 9.0 in 10th and 53 in 12th and 75 in graduation?,0
What can I do in my thirties that my future self will thank me for?,0
"How does f(x) = [x] look like? It says, that [x] is the greatest smallest number close to x or it is x.",0
What are the dietary habits of garden spiders?,0
Is there an effective countermeasure against satellite-based nuclear weapons?,0
Who was the mother of Lord Shiva?,0
How do glue sticks work?,0
Are there dorm rooms at JYP?,0
How many wrongful abestos case were there because of the material used in the production of firearms?,0
Will pharmaceutical companies ever utilize marijuana as an antidepressant?,0
Why does a bone fissure itch?,0
"Fire colors is red, why?",0
Any cases where the bike riders are caught in triple riding?,0
What is an easy way to fix a rollerball pen?,0
What are some things that make the gaming community toxic?,0
How severe is the situation of unemployment in Modi's tenure?,0
Why is Goku scared of needles?,0
Who is the youngest author in Canada?,0
"How does California check for voter fraud, in major elections? What are the methods, such as checks and balances for integrity?",0
How can you find a woman for marriage?,0
What is mathematical biologyand how is it used?,0
How do I remove this YouTube scrolling bar?,0
"If I set up a projector to project images on another building which I don't own, can I be sued for vandalism?",0
What's the diet chart for a person with low BP along with low BP symptoms?,0
What is the significance of Saturn for Aries lagna? Is it benefic or malefic?,0
"What can be a good 10 day itinerary for Bali, so that I can cover all the popular places?",0
What is the best legit site to get FIFA coins?,0
What are the examples of conditional probability?,0
How do I use my new backpack with a USB port included in it? I cannot figure out how to use the outer port and inner cable with the same port.,0
"I have some of the symptoms you mention without the ""advantage"" of Aspergers. Is that why my IQ ranges c.130?",0
How do you feel when you hear you name from somebody you're not used to hear call that name?,0
What difficulties does one face while travelling across India on a limited budget?,0
What is nationalism in Africa?,0
How can I study for campus interviews in HR selection?,0
Why August Comte called sociology as science?,0
What is the best way to create a standalone (C/C++) application which can evaluate a deep learning model trained by PyTorch or other system?,0
Is there any real Mobile Legends diamonds generator out there?,0
Is there any national engineering handbook 530?,0
What are some useful tips for students starting their first semester at Illinois State?,0
Do you like strapon or penis while having sex?,0
Is the US a bad version of the UK and Canada?,0
Are you looking to outsource any of your work?,0
"How would you compare the administration of the current president of Greece, Prokopis Pavlopoulos, to past presidents?",0
Where do you hope to be 15 years from now?,0
Where do you get info on aftermarket parts for cars?,0
Which type of rainforcement are used in construction line?,0
"Can Xenophily be considered a mental disorder or illness? Pros, cons?",0
How do I know if my boyfriend misses me through text?,0
Exaxtly how commen is it to lay in bed and watch YouTube or Netflix naked?,0
How can a m.SC physics student apply on ONGC?,0
Have you ever watched a movie and found out that the villain have the exact same name as yourself?,0
"I am in love with an American man, he tried for fianc閼?visa but he was short of money and I tried visiting visa that didn't work either need help?",0
Which mechanical engineering jobs involve a lot of overseas traveling?,0
Is MBA in sports management a good career choice for an Indian student?,0
"Should it be equal in love, if not, what should it be?",0
What if I spoiled my email writing round in TCS selection process but rest of the rounds are good?,0
What does a person feel at the age of 89?,0
Why am I more creative when I am really tired?,0
Aman goel I want to know what it means to be a great coder? Does it means coding like Mark Zuckerberg or bill gates?,0
How can the AMD's Catalyst Control Center software be improved?,0
What should I do to take actions and ideals with a sense of justice?,0
What are the chances of confirmation of RQWL 1&2 on Ahmedabad Rajdhani on 09 -02 -18?,0
What are meaning of CPU bound?,0
What is the deference between bullet and shot?,0
"What are good hotels for short-term business travelers in Binjai, Indonesia?",0
Are there any start ups in Raleigh NC that hire high school students?,0
What are some cheap ways to insulate Windows?,0
Does BPD effect the memory?,0
Would a woman marry a cross-dresser?,0
How can I get my credit card company to view video to see who used my stolen credit card?,0
What does it mean when you keep seeing the same stranger in your dreams over and over again?,0
What is the usual cut off for nsea?,0
"Is it bad to have a teen boyfriend who is playful, I mean will he grow that out?",0
Are white people most diverse people appearance wise?,0
People often tell me I'm weird but when I ask them why do they think so they never answear me?,0
Do the college fees of ordinary students subsidise the sports programs in US colleges?,0
What will happen in the case of a nuclear war? Will there be a nuclear winter? Will the earth become uninhabitable?,0
How would we see the world in a static spherical universe?,0
How come people think cinderblocks are heavy?,0
Why do I hit my head when emotional?,0
Is there a connection of vocal cords with height?,0
"As a person dealing with PTSD and depressive disorder, what do you think are the most weird/profound ways that it's manifested in your life?",0
"Why do old men go bald, but get hairy nostrils?",0
Does Naruto know any genjutsu?,0
Who are your most memorable junior bus mates?,0
What are the best times for day trading?,0
Is Genesis Mining profitable in 2017?,0
How is hoisin sauce mass produced?,0
What are some of Salvador Allende Gossens' major accomplishments as a politician?,0
After three what is salary in automobile?,0
Have you ever farted loudly in public?,0
How can I craft a Stronger marketing Message by Focusing on Fewer Features?,0
What are the best advanced courses for an instrumentation engineer?,0
What are some of the best connect quiz questions?,0
"Can your brain parse ""I know you know that I know that you know that I'm hungry""?",0
How do I amplify?,0
How did you make peace with yourself after an abortion?,0
Which are some of the best Bollywood films with less than 90 minutes of runtime?,0
Why did Mohammed (P.B.U.H) eat pig shit?,0
How can I use OnePlus 5 to its full potential?,0
Is it worth to quit weed?,0
Is there an automatic scholarship for being valedictorian?,0
Is jitter clicking bad for you?,0
How was BuildZoom founded?,0
Why is it that modern Kuwait was founded as a (semi) democracy whereas the other gulf countries did not?,0
"If 1 proton was removed from every atom in the universe, what would happen?",0
What do low GPA and good ECs imply?,0
What are the smart ways to deceive the public in business/finance which still often happen at present?,0
What advices will you give to other adolescents that are coping up with stress?,0
How do I attract mature guys?,0
How are the humans are they managing to whittle the Chimera Ant army down?,0
How can Jared still not have security clearance and work in the white house?,0
Is there mechanical engineering in NIIT University?,0
How can I find single room for rent in Delhi vikaspuri and janakpuri area for bless than 6000 rs?,0
Which river has the largest basin in the world?,0
What is the required knowledge you have to have in order to solve most of the USACO's Training Program problems?,0
"Have you been in serious relationship? If yes, why did you breakup? How did you come out of it?",0
Does anyone play Small Worlds anymore?,0
What would be the take home salary for the below pay CTC structure?,0
What are the examples for multiprocessing operating system?,0
Is Google even seeing the shit trending on YouTube India?,0
"In the War of Austrian Succession, why didn't Prussia push further south and take Vienna after they captured Silesia?",0
How do I choose for the best home loan provider in Chennai?,0
What are the best places to hide in US if a nuclear war breaks out?,0
How can you encourage someone be more positive about life?,0
Who is your favorate yoga and meditation teacher/guide on YouTube?,0
What are the shift allowances paid at Symantec Pune? What are the other perks which one will enjoy at Symantec?,0
How are immune system problems that come with aging associated with a second chance of getting shingles?,0
Why was there such a heavy indie music influence in the 2010's?,0
In with age we can Jon army?,0
Is it possible to be homeless in a small town in the USA?,0
"If Manchester City won the champions league and won the premier league, would Chelsea qualify for UCL finishing fifth?",0
"If quarks are essentially energy, the energy be released in, say, a nuclear explosion?",0
Is it possible to make 200k in a year starting off with 1k in Highschool?,0
Should I tell a person that s/he look bad aesthetically?,0
"Are there any fantasy comedy show like The Librarians, Warehouse 13, Eureka, My baby sitter is a vampire kind of shows without drama?",0
"What was Elisabeth ‘ler-Ross' inspiration to write the book ""On Death and Dying""?",0
How can Bitcoin grow so much in value over time when it's just a store of value?,0
Who are the top players in solar power in Southeast Asia?,0
What are alloys? Give examples. Write uses of at least three alloys.,0
Why is my payment option Paytm not working in Uber only getting error msg to use cash payment for this ride?,0
"How do you get that really cool looking ""just woke up from a nap"" hair?",0
What is the net worth of Esmail Bhabhrana?,0
"If the Avengers were in a marching band, what instrument would they play?",0
How far are you willing to fight for the person you love?,0
What do we get by worshipping moon in Hinduism?,0
I found out a cool iOS trick. How can I post it to the public?,0
"Over his lifetime, Donald Trump has evidenced zero interest in philosophy, art, history, literature or science. So why is he always telling anyone who will listen that he is the smartest guy in the room?",0
Can I avail retiring room at Bhubaneswar station from 26th April 12 noon to 27th 6am?,0
Are there any career opportunities for a commerce student in the field of history and literature in India?,0
How do I choose a good fusion splicer?,0
"When should I switch from using AD and BC to the term ""years ago"" when referring to the past?",0
Is The Feynman lectures on Physics enough for covering an undergraduate syllabus or do we need other books apart from that?,0
What is a decent gaming PC around $650 that can play GTA V and Kerbal Space Program?,0
Should I forgive my friend who had many chances before?,0
I have six two dollar bills that have serial numbers in numerical order? How much could they be worth?,0
"If an OCI purchases a residential property in India and sells it after a few years, what will be the tax payable on profit?",0
Who earns more between this two: doctors or actors?,0
How can I see my medical report online in CMC Vellore?,0
What does it mean when I can feel auras or vibes?,0
Which is better BHU main campus or BHU dav college?,0
Is there an in-universe explanation for why Janus was initially the only Roman God in Percy Jackson?,0
How do I integrate Tableau with servicenow?,0
Is it normal for a straight woman to be in love with a gay man?,0
How what are the best way for gaining weight for a jaundice patient?,0
Can diabetics take Concerta?,0
How can I get an output of 15V from 5V input? The frequency has to remain the same.,0
"If the big bang created the universe, what was there before?",0
How can I determine if wholesale shoes are authentic?,0
"How do you say in Turkish ""I am not from Turkey""?",0
How do I get Instagram followers 2017?,0
Where can I learn French in Chennai?,0
What's your review of the Master in Management (MIM) course at TU Munich?,0
What is the balanced equation when molten sodium chloride on passing current decomposes into sodium metal and chlorine gas?,0
Which is the best camera with build quality under 20000?,0
How can I eliminate excuses and hesitation without being impulsive?,0
What is the recruitment process for SpiceJet cabin crew?,0
Should there be a civil war against the Us Government?,0
What is the gay rate for unbranded beedies?,0
"Is it crazy that my husband threw threw things on the floor when he was mad. (He did it front of our kids, no one was hurt)?",0
What is the role of the nucleus in eukaryotic cells?,0
How does an internship experience affect an Amazon interview?,0
What types/parts of cancer are the hardest to treat?,0
What is the most complicated ecosystem and why?,0
Why do some teachers put students under pressure when the students are answering questions?,0
Can I apply for H1B in April 2019? My OPT extension expires on July 21st 2019.,0
What will be the reason if my ex boyfriend wants to meet me?,0
"The father or my child doesn't want to work, drinks and when drunk says horrible things. I kicked him out. If he loves us will he change (he's 47)?",0
Do you think that the Green Revolution was successful or unsuccessful?,0
Can we use a barometer to measure the pressure of gas in a vessel?,0
What is Pearls Before Swine (comics) about?,0
What is the derivative of the function [math]f(t) = e^at sin bt[/math]?,0
"Would you rather be rich for the rest of your life, or in love for the rest of your life?",0
Is it possible to solve for x if the equation is x^2+8x-9 = 11x+1?,0
What is the purpose of incongruent melting?,0
What is the best studio to emule and learn embedded C?,0
How did the European shift from fuedalism to capitalism happen because of the columbian exchange?,0
"How is the career of the students if the colleges like NMIMS, Christ, symbiosis loses their university status?",0
How does a strong organisational culture affect an organisations efforts to improve diversity?,0
What is the difference between append and append to security permissions in Microsoft Dynamics CRM?,0
What are the qualities of a student that a professor likes in his students?,0
What are some examples of bright wallpapers?,0
Do PhD is feasible?,0
What are some examples of funny wedding vows?,0
Do you have an RPG map for a military science facility?,0
How many students are called in one slot of VIT counselling?,0
Is it more difficult to steal hybrid and electric cars?,0
How do I find rented apartment in Chennai?,0
How does hotel manager/sales manager find partnership with MICE travel agency?,0
Why don't American Buddhists rise up against the USA and join China?,0
Why is my older sister not spending that much time with me or even talking to me?,0
"If you had to manage a company of 1000+ employees, would you create training programs?",0
Does Tesla (US) hire engineers (recent graduates) from Canada?,0
Can I send a direct message on Instagram if I don't have the application on my phone? I mean that I use their website (Instagram.com) because I can't download the application.. Thanks..,0
How can I find a software developer in Odisha?,0
"Where in St. Johns, Florida should I go if I'm looking to learn more about history and ancient cultures?",0
"Does Tableau collect, store, and analyze event and application data?",0
"Which is good, a quality assurance engineer in Amazon vs a web developer working on web applications in a small firm?",0
Why is Arun Sharma's book is promoting more than R. S. Aggarwal's and S.K. Verma's book for quants for the CAT?,0
What are some cool facts about U.S. President Andrew Jackson?,0
"How do you make a teenager costume that resembles ""Minnie Mouse""?",0
What were the disadvantages of the Roman Tribune?,0
How good is the National Autonomous University of Mexico?,0
To what linguistic and rhetorical elements is the elegance of the King James Bible due?,0
Can a Chinese person work as an opera singer in Russia if he only speaks English (at the moment)?,0
Will I get pregnant before 13 days of unprotected sex?,0
What do you think about the fake news spread by Indian liberal media of a dying woman being molested?,0
What did you hate about your previous job that you had to give resignation letter?,0
What is light spectrum?,0
What is the syllabus of mathematics for SSC CGL?,0
What is the means of Dr. Logo?,0
How do I convince my parents to let me get a job?,0
Is there an antidote to sulfite?,0
Is it important to tell my ex that I'm pregnant?,0
Do you believe in law of attraction? What are your experiences with it?,0
What are the risks of feeling nausea while I sleep?,0
What books changed your life right after high school?,0
"With digital marketing, why don't people care only about viewable impressions and forget about served impressions?",0
What free lance/part time jobs can I take along with a full time job?,0
Have you ever read the Everworld series?,0
"When people ask questions on Quora which are clearly aimed at gaining sympathetic replies or to shock, why do people bother replying with such detailed and intelligent answers?",0
Why are engineers in the UK underpaid?,0
What are crystal planes?,0
What is the difference between HSE and Environmental Engineering and management?,0
A 15 yr old girl and a 21 yr old man fall in love (distance)- He says that he will wait for her to turn 18 and then they can be together- What does he really want from her?,0
"I want to do some Machine Learning with music. Is there anyway I can use Spotify's data (what songs a user listens to, etc)?",0
How do I become a SEO content writer?,0
Is it allow to an IAS officer to wear hijab?,0
